"Acceleration (m/s^2): (-1.184,7.644,-10.073)"
"Magnetometer (gauss): (-0.231,-0.656,-0.499)"
"Gyroscope (degrees/sec): (165.725,-32.524,243.399)"
Temperature: 23.500C
"Acceleration (m/s^2): (-2.023,7.912,-13.283)"
"Magnetometer (gauss): (-0.231,-0.656,-0.499)"
"Gyroscope (degrees/sec): (208.871,-7.254,160.843)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.411,7.111,-6.427)"
"Magnetometer (gauss): (-0.231,-0.656,-0.499)"
"Gyroscope (degrees/sec): (214.769,80.911,-280.271)"
Temperature: 23.500C
"Acceleration (m/s^2): (2.545,6.394,-6.103)"
"Magnetometer (gauss): (-0.231,-0.656,-0.499)"
"Gyroscope (degrees/sec): (-129.150,-48.501,275.118)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.291,7.125,-6.843)"
"Magnetometer (gauss): (-0.231,-0.656,-0.499)"
"Gyroscope (degrees/sec): (-16.966,-14.543,37.573)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.309,7.138,-6.821)"
"Magnetometer (gauss): (-0.231,-0.656,-0.499)"
"Gyroscope (degrees/sec): (-1.593,-13.064,18.559)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.296,7.147,-6.833)"
"Magnetometer (gauss): (-0.231,-0.656,-0.499)"
"Gyroscope (degrees/sec): (-0.954,-13.318,15.286)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.372,7.114,-6.765)"
"Magnetometer (gauss): (-0.242,-0.658,-0.506)"
"Gyroscope (degrees/sec): (-1.059,-13.843,14.963)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.367,7.119,-6.796)"
"Magnetometer (gauss): (-0.242,-0.658,-0.506)"
"Gyroscope (degrees/sec): (-1.103,-14.403,14.919)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.395,7.110,-6.735)"
"Magnetometer (gauss): (-0.242,-0.658,-0.506)"
"Gyroscope (degrees/sec): (-1.155,-15.409,14.569)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.453,7.102,-6.717)"
"Magnetometer (gauss): (-0.242,-0.658,-0.506)"
"Gyroscope (degrees/sec): (-1.514,-15.890,14.175)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.428,7.076,-6.716)"
"Magnetometer (gauss): (-0.242,-0.658,-0.506)"
"Gyroscope (degrees/sec): (-1.706,-16.634,11.323)"
Temperature: 23.500C
"Acceleration (m/s^2): (0.449,7.082,-6.722)"
"Magnetometer (gauss): (-0.242,-0.658,-0.506)"
"Gyroscope (degrees/sec): (-1.698,-17.071,13.020)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.481,7.073,-6.674)"
"Magnetometer (gauss): (-0.242,-0.658,-0.506)"
"Gyroscope (degrees/sec): (-1.873,-17.570,12.513)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.529,7.062,-6.668)"
"Magnetometer (gauss): (-0.231,-0.656,-0.493)"
"Gyroscope (degrees/sec): (-1.706,-17.771,11.699)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.531,7.058,-6.723)"
"Magnetometer (gauss): (-0.231,-0.656,-0.493)"
"Gyroscope (degrees/sec): (-1.505,-18.165,10.894)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.511,7.052,-6.690)"
"Magnetometer (gauss): (-0.231,-0.656,-0.493)"
"Gyroscope (degrees/sec): (-1.234,-18.034,10.404)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.508,7.071,-6.708)"
"Magnetometer (gauss): (-0.231,-0.656,-0.493)"
"Gyroscope (degrees/sec): (-0.823,-17.911,9.389)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.555,7.075,-6.694)"
"Magnetometer (gauss): (-0.231,-0.656,-0.493)"
"Gyroscope (degrees/sec): (-0.368,-17.290,8.829)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.517,7.089,-6.702)"
"Magnetometer (gauss): (-0.231,-0.656,-0.493)"
"Gyroscope (degrees/sec): (0.210,-16.511,8.173)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.531,7.077,-6.769)"
"Magnetometer (gauss): (-0.231,-0.656,-0.493)"
"Gyroscope (degrees/sec): (0.858,-15.470,7.674)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.508,7.055,-6.788)"
"Magnetometer (gauss): (-0.237,-0.653,-0.513)"
"Gyroscope (degrees/sec): (1.339,-14.525,7.394)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.489,7.085,-6.830)"
"Magnetometer (gauss): (-0.237,-0.653,-0.513)"
"Gyroscope (degrees/sec): (2.118,-13.650,7.123)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.480,7.062,-6.809)"
"Magnetometer (gauss): (-0.237,-0.653,-0.513)"
"Gyroscope (degrees/sec): (2.643,-12.714,6.851)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.507,7.085,-6.853)"
"Magnetometer (gauss): (-0.237,-0.653,-0.513)"
"Gyroscope (degrees/sec): (2.940,-11.830,6.256)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.466,7.100,-6.882)"
"Magnetometer (gauss): (-0.237,-0.653,-0.513)"
"Gyroscope (degrees/sec): (2.993,-10.771,6.344)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.437,7.095,-6.926)"
"Magnetometer (gauss): (-0.237,-0.653,-0.513)"
