"Acceleration (m/s^2): (0.569,8.283,-8.819)"
"Magnetometer (gauss): (-0.196,-0.618,-0.542)"
"Gyroscope (degrees/sec): (147.893,72.476,-199.413)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.798,7.868,-5.299)"
"Magnetometer (gauss): (-0.196,-0.618,-0.542)"
"Gyroscope (degrees/sec): (17.500,12.495,-283.719)"
Temperature: 24.500C
"Acceleration (m/s^2): (3.679,7.280,0.154)"
"Magnetometer (gauss): (-0.196,-0.618,-0.542)"
"Gyroscope (degrees/sec): (-104.029,-28.263,61.066)"
Temperature: 24.500C
"Acceleration (m/s^2): (0.500,8.262,-8.948)"
"Magnetometer (gauss): (-0.196,-0.618,-0.542)"
"Gyroscope (degrees/sec): (75.241,30.196,-120.733)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.643,7.896,-5.701)"
"Magnetometer (gauss): (-0.196,-0.618,-0.542)"
"Gyroscope (degrees/sec): (11.489,5.093,-8.715)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.663,7.891,-5.709)"
"Magnetometer (gauss): (-0.196,-0.618,-0.542)"
"Gyroscope (degrees/sec): (2.258,1.321,-1.584)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.651,7.869,-5.666)"
"Magnetometer (gauss): (-0.196,-0.618,-0.542)"
"Gyroscope (degrees/sec): (1.348,0.963,-0.656)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.631,7.842,-5.707)"
"Magnetometer (gauss): (-0.204,-0.621,-0.534)"
"Gyroscope (degrees/sec): (0.919,0.665,-0.753)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.695,7.856,-5.701)"
"Magnetometer (gauss): (-0.204,-0.621,-0.534)"
"Gyroscope (degrees/sec): (0.613,0.648,-0.744)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.676,7.835,-5.663)"
"Magnetometer (gauss): (-0.204,-0.621,-0.534)"
"Gyroscope (degrees/sec): (0.438,0.446,-1.120)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.681,7.830,-5.693)"
"Magnetometer (gauss): (-0.204,-0.621,-0.534)"
"Gyroscope (degrees/sec): (0.376,0.061,-1.531)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.707,7.826,-5.679)"
"Magnetometer (gauss): (-0.204,-0.621,-0.534)"
"Gyroscope (degrees/sec): (0.070,-0.088,-1.566)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.726,7.805,-5.674)"
"Magnetometer (gauss): (-0.204,-0.621,-0.534)"
"Gyroscope (degrees/sec): (0.053,-0.429,-1.803)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.696,7.810,-5.691)"
"Magnetometer (gauss): (-0.204,-0.621,-0.534)"
"Gyroscope (degrees/sec): (-0.175,-0.359,-1.960)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.694,7.817,-5.677)"
"Magnetometer (gauss): (-0.203,-0.615,-0.534)"
"Gyroscope (degrees/sec): (-0.831,0.114,-1.689)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.723,7.847,-5.646)"
"Magnetometer (gauss): (-0.203,-0.615,-0.534)"
"Gyroscope (degrees/sec): (-0.271,-0.079,-2.441)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.693,7.836,-5.693)"
"Magnetometer (gauss): (-0.203,-0.615,-0.534)"
"Gyroscope (degrees/sec): (0.175,0.009,-2.756)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.721,7.878,-5.677)"
"Magnetometer (gauss): (-0.203,-0.615,-0.534)"
"Gyroscope (degrees/sec): (0.245,0.271,-3.080)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.716,7.921,-5.676)"
"Magnetometer (gauss): (-0.203,-0.615,-0.534)"
"Gyroscope (degrees/sec): (0.350,0.551,-2.923)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.705,7.910,-5.651)"
"Magnetometer (gauss): (-0.203,-0.615,-0.534)"
"Gyroscope (degrees/sec): (1.041,0.866,-3.159)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.698,7.898,-5.655)"
"Magnetometer (gauss): (-0.203,-0.615,-0.534)"
"Gyroscope (degrees/sec): (1.024,0.971,-3.273)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.686,7.911,-5.654)"
"Magnetometer (gauss): (-0.195,-0.613,-0.529)"
"Gyroscope (degrees/sec): (1.251,1.286,-3.421)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.703,7.955,-5.664)"
"Magnetometer (gauss): (-0.195,-0.613,-0.529)"
"Gyroscope (degrees/sec): (1.374,1.356,-3.264)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.676,7.962,-5.685)"
"Magnetometer (gauss): (-0.195,-0.613,-0.529)"
"Gyroscope (degrees/sec): (1.540,1.575,-3.299)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.671,7.979,-5.667)"
"Magnetometer (gauss): (-0.195,-0.613,-0.529)"
"Gyroscope (degrees/sec): (1.523,1.715,-3.343)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.670,7.985,-5.724)"
"Magnetometer (gauss): (-0.195,-0.613,-0.529)"
"Gyroscope (degrees/sec): (1.190,1.514,-3.666)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.634,7.960,-5.677)"
"Magnetometer (gauss): (-0.195,-0.613,-0.529)"
"Gyroscope (degrees/sec): (1.006,1.496,-3.544)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.633,7.983,-5.716)"
"Magnetometer (gauss): (-0.195,-0.613,-0.529)"
"Gyroscope (degrees/sec): (0.508,1.741,-3.605)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.635,7.955,-5.725)"
"Magnetometer (gauss): (-0.201,-0.611,-0.533)"
"Gyroscope (degrees/sec): (0.473,1.575,-3.841)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.671,7.977,-5.681)"
"Magnetometer (gauss): (-0.201,-0.611,-0.533)"
"Gyroscope (degrees/sec): (-0.053,1.619,-3.710)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.589,7.948,-5.715)"
"Magnetometer (gauss): (-0.201,-0.611,-0.533)"
"Gyroscope (degrees/sec): (-0.350,1.558,-3.701)"
Temperature: 24.500C
"Acceleration (m/s^2): (1.615,7.960,-5.700)"
